NDA,INDIA,YSRCP,AAP,AD(WPD),AIMIM,ASP(KR),SAD,UPPL,ZPM,JKAIP,IND,is_hung
278,227,3,14,2,3,3,5,0,2,1,5,False
272,240,19,2,0,1,1,2,0,0,1,5,False
258,238,19,12,3,2,2,3,1,1,1,3,True
304,209,7,8,3,2,0,4,0,0,0,6,False
296,229,2,1,3,4,2,2,1,2,0,1,False
289,215,8,15,2,3,2,1,2,1,1,4,False
274,248,2,2,3,2,2,1,1,0,2,6,False
304,195,22,4,0,3,3,2,0,2,1,7,False
308,196,19,2,1,4,2,1,0,0,0,10,False
234,283,9,4,0,0,3,4,0,1,2,3,False
297,213,9,12,2,0,0,3,1,2,0,4,False
235,272,17,3,3,4,1,2,0,1,0,5,False
261,239,22,4,0,2,1,2,2,2,1,7,True
259,231,22,5,2,6,3,4,2,1,1,7,True
267,225,25,1,4,3,2,2,0,2,2,10,True
227,274,23,4,3,4,2,4,0,0,2,0,False
210,286,20,2,4,5,3,2,0,1,1,9,False
316,205,1,5,2,0,3,1,1,1,2,6,False
329,179,6,5,5,2,2,4,2,0,1,8,False
231,281,9,3,3,2,1,3,0,0,2,8,False
228,294,1,9,2,1,3,0,0,1,2,2,False
227,289,2,7,4,4,0,3,0,0,0,7,False
235,279,3,6,2,4,1,0,2,1,1,9,False
287,234,9,0,1,2,1,4,0,2,1,2,False
281,230,18,2,1,5,3,2,1,0,0,0,False
268,225,11,12,4,5,2,4,1,0,1,10,True
258,260,7,8,2,3,0,1,1,2,1,0,True
275,236,17,5,2,0,0,0,1,2,0,5,False
289,215,1,12,4,3,3,4,1,2,2,7,False
277,229,5,15,2,5,2,2,2,2,2,0,False
280,213,15,11,1,4,0,3,2,2,2,10,False
299,202,15,5,5,2,2,5,2,0,2,4,False
255,245,20,8,3,0,2,4,0,0,2,4,True
264,232,19,11,3,1,3,4,0,1,2,3,True
256,243,18,10,3,2,0,2,2,1,2,4,True
216,295,11,1,4,2,3,4,2,2,2,1,False
323,179,11,11,5,6,0,4,0,1,1,2,False
260,252,7,9,3,3,1,4,2,2,0,0,True
326,188,5,3,1,6,3,3,2,1,2,3,False
292,219,12,4,3,5,3,2,0,2,0,1,False
312,202,13,2,1,2,0,3,2,0,2,4,False
317,178,10,15,5,0,2,4,0,2,0,10,False
228,279,6,10,4,3,2,4,0,2,0,5,False
275,237,7,13,4,0,0,2,0,0,2,3,False
279,230,14,5,3,0,1,3,2,0,2,4,False
313,194,3,14,5,2,3,4,0,1,1,3,False
273,224,17,7,5,6,0,3,1,0,2,5,False
289,215,9,9,3,4,1,2,2,2,1,6,False
259,242,14,6,5,6,0,1,0,0,1,9,True
295,220,9,3,4,4,1,1,1,2,0,3,False
227,263,21,11,4,1,3,4,0,1,0,8,True
264,222,19,15,5,6,0,5,0,2,0,5,True
239,254,21,8,2,2,2,3,0,1,2,9,True
247,263,1,12,1,3,2,4,2,1,1,6,True
288,217,9,8,5,0,0,4,1,1,1,9,False
275,241,5,7,4,1,0,2,0,2,2,4,False
294,215,8,12,2,0,2,2,1,2,2,3,False
281,238,3,6,2,2,2,4,1,0,2,2,False
263,229,23,15,1,1,3,0,1,0,0,7,True
264,234,17,6,5,3,0,3,1,1,2,7,True
275,231,5,12,3,3,0,3,0,1,1,9,False
233,278,12,8,5,3,0,0,1,2,0,1,False
243,272,10,6,3,2,0,2,2,1,2,0,False
274,241,0,11,4,6,0,5,0,2,0,0,False
249,256,18,6,1,1,0,5,2,0,0,5,True
284,219,12,7,3,5,1,4,2,2,2,2,False
323,183,8,11,5,0,2,2,1,2,2,4,False
296,212,4,13,2,5,3,0,2,2,0,4,False
286,232,6,4,0,5,2,3,1,1,1,2,False
262,240,17,5,0,4,3,2,2,1,0,7,True
303,216,12,4,3,0,0,2,1,1,0,1,False
268,221,24,5,5,3,3,5,1,2,1,5,True
242,263,17,8,1,2,1,5,0,0,0,4,True
234,273,12,4,2,3,1,4,0,0,1,9,False
280,223,11,11,5,0,2,3,1,0,1,6,False
235,263,13,6,3,6,1,5,0,2,2,7,True
310,216,1,6,0,1,0,2,2,0,1,4,False
264,245,21,2,1,0,0,4,0,0,1,5,True
246,261,15,5,1,0,2,3,2,2,1,5,True
295,211,19,10,2,1,0,1,1,1,1,1,False
242,270,0,13,1,3,0,0,2,1,2,9,True
320,184,17,8,1,1,1,4,1,0,1,5,False
276,237,8,5,2,5,1,4,0,1,1,3,False
250,256,23,4,1,2,0,0,0,0,0,7,True
263,249,13,1,2,6,0,1,0,0,2,6,True
234,259,20,11,3,2,2,3,1,1,2,5,True
289,214,18,2,3,4,1,3,1,1,1,6,False
289,214,20,11,3,0,1,0,2,1,0,2,False
312,194,9,0,4,5,2,5,1,1,2,8,False
242,254,17,10,2,2,3,0,2,1,2,8,True
264,249,13,0,2,5,0,0,1,1,1,7,True
251,244,15,10,5,1,3,5,2,0,1,6,True
307,217,7,0,5,1,3,0,2,0,0,1,False
215,287,22,0,1,4,2,4,2,2,0,4,False
288,222,15,1,0,0,2,3,0,1,2,9,False
249,256,7,11,1,1,3,3,2,0,2,8,True
275,234,3,9,4,3,0,3,0,1,2,9,False
301,214,7,11,0,2,2,0,2,1,2,1,False
241,259,25,1,0,5,0,3,0,0,1,8,True
257,266,1,1,3,2,0,4,0,0,0,9,True
223,294,5,5,0,3,3,4,1,0,2,3,False
328,180,2,10,3,4,2,5,2,0,2,5,False
236,269,16,4,1,6,3,1,2,0,2,3,True
222,266,22,10,5,5,1,3,2,2,1,4,True
270,249,1,10,2,2,1,0,1,2,1,4,True
222,282,17,7,2,2,0,2,0,1,2,6,False
255,248,19,8,2,2,2,1,2,1,2,1,True
279,222,18,9,2,1,2,2,0,0,0,8,False
298,207,5,12,4,4,0,5,1,2,0,5,False
247,260,7,8,5,0,1,5,2,1,1,6,True
292,211,22,6,5,1,0,1,1,1,1,2,False
254,257,12,6,1,2,1,4,0,2,0,4,True
244,262,14,4,2,4,3,3,2,0,1,4,True
316,206,6,6,2,1,1,4,0,0,1,0,False
300,219,1,14,0,1,0,4,0,0,2,2,False
272,226,17,8,1,3,2,4,0,2,1,7,False
276,223,19,2,1,6,3,3,1,1,2,6,False
261,241,17,8,3,1,0,0,2,0,2,8,True
292,217,2,12,2,4,2,4,1,2,2,3,False
255,243,17,10,4,0,1,0,0,2,2,9,True
314,204,4,5,2,5,1,1,2,2,2,1,False
309,222,4,0,1,0,0,1,1,1,2,2,False
261,247,15,4,1,2,2,2,1,0,2,6,True
300,203,11,14,5,3,3,0,0,2,2,0,False
216,285,22,6,0,2,2,1,0,1,1,7,False
271,237,9,9,4,0,0,5,0,1,2,5,True
269,250,5,1,3,2,2,5,1,1,2,2,True
262,240,18,5,3,1,1,4,2,0,2,5,True
294,231,3,0,4,3,2,0,0,2,2,2,False
331,185,6,2,3,3,2,1,1,1,0,8,False
329,187,7,4,1,0,1,3,1,1,0,9,False
259,249,10,10,3,1,0,3,1,0,1,6,True
271,235,19,2,3,2,2,1,2,2,1,3,True
281,227,3,8,3,5,0,3,0,2,1,10,False
261,240,20,3,1,5,2,0,0,1,0,10,True
266,236,16,3,3,6,3,2,2,0,2,4,True
291,212,18,1,5,0,2,2,2,1,0,9,False
285,213,16,11,2,5,2,1,1,0,1,6,False
275,222,18,7,0,0,3,3,2,1,2,10,False
293,229,0,5,0,2,1,2,2,0,2,7,False
272,236,10,9,4,0,3,0,0,1,0,8,False
258,232,16,15,1,5,2,3,2,1,2,6,True
292,227,6,1,1,5,1,2,1,2,1,4,False
343,177,3,2,0,1,2,4,0,0,2,9,False
282,236,8,4,1,3,0,4,2,0,1,2,False
263,227,12,14,4,6,1,5,1,1,0,9,True
240,252,25,10,0,6,2,1,0,2,1,4,True
239,277,8,7,0,1,3,4,2,0,1,1,False
317,195,3,13,0,6,2,3,0,0,0,4,False
282,234,9,0,5,6,1,1,2,0,2,1,False
216,291,13,5,0,4,2,0,2,1,2,7,False
313,195,5,4,5,2,2,5,0,1,2,9,False
285,228,4,9,5,3,2,1,2,1,1,2,False
307,179,23,15,5,6,3,4,1,0,0,0,False
312,203,4,13,0,1,1,1,0,2,1,5,False
242,260,13,8,5,4,3,5,0,0,2,1,True
294,216,7,7,1,3,3,3,2,1,2,4,False
268,247,17,0,0,5,2,2,1,0,1,0,True
271,229,14,10,4,3,2,2,2,0,1,5,True
280,241,5,5,0,3,0,0,2,1,0,6,False
264,239,17,6,4,2,2,0,1,0,2,6,True
271,245,13,1,1,5,2,4,0,0,1,0,True
247,246,18,15,5,3,2,1,2,2,1,1,True
227,273,18,10,0,2,2,3,0,2,1,5,False
271,230,14,6,4,4,1,3,1,2,1,6,True
234,283,4,2,4,1,2,2,2,0,1,8,False
318,187,11,6,3,3,0,4,0,0,2,9,False
314,200,17,2,2,1,0,4,2,0,1,0,False
307,202,14,7,1,2,0,0,2,1,1,6,False
294,206,19,8,0,5,1,3,2,2,1,2,False
280,226,15,4,4,3,3,0,2,1,1,4,False
246,269,10,3,5,1,1,2,1,1,1,3,True
248,258,17,8,3,0,2,1,0,1,1,4,True
303,213,7,2,0,6,1,2,2,0,0,7,False
275,221,21,4,0,5,3,5,0,1,2,6,False
270,237,8,11,3,5,1,4,1,0,2,1,True
229,289,2,9,2,6,1,0,0,2,2,1,False
288,199,23,15,5,3,1,1,2,1,1,4,False
259,256,2,10,2,3,2,1,0,0,2,6,True
317,184,23,1,1,4,0,4,2,1,0,6,False
267,257,6,3,0,0,2,1,0,1,0,6,True
287,228,6,8,4,3,3,2,0,0,2,0,False
292,214,19,4,4,1,2,1,1,1,0,4,False
310,208,1,3,2,1,3,4,1,1,2,7,False
303,223,0,1,4,5,0,0,0,1,0,6,False
288,228,7,6,4,4,0,2,0,2,1,1,False
289,218,18,0,2,3,0,2,2,2,0,7,False
283,211,19,8,4,4,3,4,1,0,1,5,False
280,242,0,3,2,3,1,1,1,2,2,6,False
218,283,12,10,3,3,2,3,0,2,0,7,False
272,240,8,5,0,5,0,0,1,1,1,10,False
300,209,14,3,4,4,2,2,1,2,2,0,False
312,215,1,0,0,3,3,5,2,1,1,0,False
325,177,19,11,1,0,3,1,1,2,1,2,False
278,240,10,6,0,2,1,1,0,1,2,2,False
255,252,20,4,0,4,1,1,1,0,1,4,True
283,236,8,0,1,1,2,3,0,1,0,8,False
306,189,17,12,0,4,2,1,2,0,1,9,False
276,231,19,3,3,1,0,2,0,1,1,6,False
278,234,9,2,1,4,2,4,2,0,1,6,False
262,235,25,8,4,0,2,1,2,0,2,2,True
298,199,2,15,4,6,3,3,1,0,2,10,False
224,281,11,11,2,3,2,1,0,2,2,4,False
273,247,0,2,5,0,0,5,2,1,2,6,False
272,220,25,7,2,1,3,5,1,1,1,5,False
290,214,13,7,1,2,2,4,2,2,2,4,False
296,203,18,13,3,2,1,2,2,0,0,3,False
313,201,10,3,4,1,0,2,0,0,2,7,False
288,227,19,0,2,3,0,0,1,0,2,1,False
223,290,10,6,1,0,2,3,1,0,0,7,False
215,294,12,2,5,1,1,4,0,1,0,8,False
262,249,11,3,1,4,2,0,0,0,2,9,True
268,242,12,4,4,1,2,0,1,1,0,8,True
240,269,12,12,2,4,2,0,0,1,1,0,True
310,191,19,2,3,6,1,1,0,1,0,9,False
287,233,7,2,1,2,2,3,2,1,1,2,False
278,237,1,5,4,2,1,0,2,2,2,9,False
314,198,17,3,2,1,0,3,0,0,0,5,False
248,267,14,2,1,1,1,0,1,0,0,8,True
295,200,21,11,2,2,0,1,0,0,1,10,False
231,280,20,0,1,3,0,2,2,0,1,3,False
307,192,17,11,2,3,1,4,1,2,0,3,False
273,237,10,14,2,1,1,0,0,1,0,4,False
231,286,3,6,1,3,1,2,1,1,0,8,False
269,231,9,10,3,1,1,4,2,2,2,9,True
222,277,21,10,3,3,0,0,0,0,0,7,False
249,256,2,10,5,5,2,3,0,1,0,10,True
276,219,13,12,2,0,1,5,2,2,1,10,False
268,226,21,14,1,2,0,1,0,0,2,8,True
274,249,4,8,2,1,2,1,1,0,1,0,False
221,283,22,1,4,4,1,2,0,0,2,3,False
313,203,1,11,2,4,3,5,0,0,0,1,False
264,228,23,12,0,3,0,5,0,0,2,6,True
275,236,15,3,3,1,3,2,2,0,0,3,False
271,255,0,1,1,4,1,2,2,0,0,6,True
305,215,5,2,4,4,1,1,0,0,2,4,False
291,212,13,9,1,3,2,2,0,1,1,8,False
318,189,14,10,4,0,1,1,0,2,1,3,False
315,194,7,9,1,3,1,5,2,2,1,3,False
250,253,17,7,3,2,1,0,1,2,2,5,True
270,238,10,9,1,2,1,4,1,0,0,7,True
320,205,0,5,4,6,0,0,0,2,1,0,False
265,249,2,9,4,0,0,5,1,0,0,8,True
260,243,13,8,4,5,0,2,1,1,0,6,True
256,236,21,13,1,2,1,2,1,2,2,6,True
316,204,8,4,0,4,2,0,1,1,1,2,False
245,234,25,15,4,1,0,5,1,1,2,10,True
264,250,12,5,1,0,3,4,1,2,0,1,True
270,246,12,5,2,0,1,1,1,2,0,3,True
267,239,18,5,4,0,2,1,2,2,2,1,True
272,247,9,3,2,5,2,0,0,1,2,0,False
300,205,7,12,1,1,3,5,2,1,0,6,False
294,206,13,13,3,5,0,4,2,0,1,2,False
259,259,3,9,0,2,2,2,0,1,1,5,True
258,240,23,7,4,2,2,2,1,0,2,2,True
233,265,7,14,4,1,3,5,0,1,1,9,True
304,202,20,9,0,3,1,4,0,0,0,0,False
254,263,10,0,4,5,3,0,0,0,1,3,True
221,275,18,9,1,6,1,3,0,1,2,6,False
265,243,6,10,3,6,0,5,0,0,0,5,True
285,231,4,10,0,2,3,4,0,1,1,2,False
228,267,15,8,4,5,3,0,2,0,2,9,True
291,201,21,3,4,4,2,4,2,2,1,8,False
319,193,9,12,3,0,2,2,0,0,0,3,False
317,196,3,13,2,5,1,1,2,0,2,1,False
292,223,3,12,1,4,0,2,0,2,0,4,False
238,268,13,6,4,4,2,2,0,0,1,5,True
273,238,1,9,5,4,0,2,2,0,0,9,False
320,207,0,2,3,2,0,0,0,1,0,8,False
269,240,15,6,1,1,2,4,2,2,1,0,True
282,215,18,12,0,5,2,1,1,1,1,5,False
263,240,8,13,3,3,2,0,0,2,1,8,True
244,264,16,0,2,5,2,0,0,2,1,7,True
301,206,15,1,5,1,3,1,0,0,0,10,False
274,232,6,15,5,1,1,4,0,2,0,3,False
297,207,19,10,1,0,0,2,2,2,1,2,False
320,188,10,3,4,4,3,5,0,0,1,5,False
303,200,13,13,0,6,0,2,0,0,0,6,False
251,247,18,8,4,2,3,0,2,0,1,7,True
290,212,18,3,1,5,2,4,1,2,0,5,False
245,261,8,8,5,1,2,4,0,1,2,6,True
237,275,2,5,5,4,2,1,0,2,0,10,False
251,250,17,6,4,2,1,5,0,0,0,7,True
245,255,8,15,2,3,2,3,0,0,0,10,True
232,266,20,9,4,0,1,4,0,1,2,4,True
297,221,2,7,2,4,2,2,2,2,1,1,False
277,220,15,9,3,5,1,2,0,2,2,7,False
223,275,14,13,0,2,3,5,1,2,1,4,False
248,266,12,5,0,1,2,1,1,0,1,6,True
272,254,3,3,2,0,2,1,1,2,0,3,False
273,242,6,2,2,3,2,3,0,2,2,6,False
261,248,17,2,3,2,1,2,0,2,0,5,True
284,224,20,11,0,0,0,2,1,0,0,1,False
278,246,6,4,2,1,0,0,1,0,1,4,False
256,265,3,3,5,6,0,1,1,0,0,3,True
318,179,14,13,4,4,1,1,1,2,1,5,False
279,225,19,4,3,1,0,2,1,1,0,8,False
299,218,4,2,5,4,0,3,1,1,2,4,False
267,234,18,1,3,5,3,2,1,2,2,5,True
239,269,9,12,2,2,2,3,2,0,2,1,True
281,234,13,0,4,3,2,1,2,0,1,2,False
237,264,17,9,4,4,2,3,0,2,0,1,True
220,278,19,5,4,3,3,3,0,2,2,4,False
256,248,20,6,0,0,3,3,0,2,0,5,True
282,212,25,10,5,0,1,2,0,2,2,2,False
270,243,8,9,1,1,1,1,1,0,1,7,True
308,199,10,11,0,5,2,1,2,1,1,3,False
245,263,0,14,4,5,2,0,2,2,1,5,True
230,267,20,8,4,2,0,2,2,2,0,6,True
321,183,14,13,2,4,1,0,1,1,1,2,False
293,218,13,6,2,5,1,0,1,1,1,2,False
306,195,10,13,4,5,0,5,0,1,2,2,False
256,255,0,10,5,4,0,0,0,2,1,10,True
289,237,5,2,0,2,1,3,0,0,1,3,False
269,244,21,0,1,0,1,0,1,0,1,5,True
271,259,2,2,3,2,2,0,0,1,1,0,True
278,216,15,12,3,6,2,2,0,0,1,8,False
260,253,3,5,4,5,1,2,0,2,0,8,True
267,265,2,1,1,1,0,2,0,2,0,2,True
318,196,8,4,2,2,2,4,1,2,1,3,False
296,215,0,13,5,3,0,2,1,1,1,6,False
274,231,1,10,5,6,2,5,1,2,1,5,False
257,251,10,8,1,2,2,1,2,2,1,6,True
275,231,21,4,0,2,1,3,0,0,2,4,False
309,202,0,13,4,2,1,2,2,2,1,5,False
273,243,7,4,2,5,1,2,0,1,0,5,False
271,234,14,7,3,3,2,2,0,1,0,6,True
260,236,13,14,3,4,3,4,0,1,2,3,True
255,254,4,9,4,2,2,4,0,1,1,7,True
303,217,3,7,1,2,3,2,2,2,0,1,False
299,205,23,5,0,1,3,1,1,2,2,1,False
289,236,4,6,0,1,3,1,1,0,1,1,False
289,201,22,10,3,2,3,3,0,0,2,8,False
292,215,16,3,5,2,1,5,2,1,0,1,False
306,210,6,13,1,5,2,0,0,0,0,0,False
295,202,25,2,5,3,2,0,2,2,1,4,False
274,220,20,14,2,2,3,0,1,1,1,5,False
294,222,4,6,3,2,1,3,1,2,2,3,False
275,225,15,11,4,2,3,0,2,1,1,4,False
261,250,6,11,4,4,2,1,0,0,1,3,True
264,239,6,15,3,0,1,3,1,1,1,9,True
284,231,17,0,0,3,1,2,2,1,1,1,False
302,213,8,7,4,1,0,2,2,2,2,0,False
300,214,3,5,5,3,0,4,2,1,1,5,False
239,283,6,5,0,4,1,4,0,0,1,0,False
253,256,19,4,1,3,0,0,1,2,2,2,True
237,268,21,0,2,0,1,4,1,1,0,8,True
312,189,17,5,4,4,3,3,1,2,1,2,False
263,230,21,10,5,1,2,1,0,0,1,9,True
255,253,14,1,3,4,2,2,1,2,2,4,True
300,193,16,12,5,5,0,3,1,1,0,7,False
322,188,9,13,1,6,0,1,2,0,1,0,False
216,282,11,11,4,2,2,4,1,2,0,8,False
273,248,5,13,1,0,0,0,1,1,0,1,False
298,220,9,1,1,4,1,2,0,2,0,5,False
244,251,12,13,4,5,1,1,1,2,0,9,True
255,263,1,4,2,4,0,4,2,0,2,6,True
306,203,14,4,2,0,3,0,1,0,0,10,False
268,222,25,1,5,6,1,3,1,1,0,10,True
256,245,16,9,2,3,2,3,2,2,1,2,True
311,199,8,6,3,2,0,1,0,2,2,9,False
289,201,23,7,4,2,1,3,2,0,1,10,False
305,189,16,13,5,1,0,4,2,0,0,8,False
256,242,14,11,3,5,2,1,0,1,0,8,True
242,273,8,6,4,2,2,0,1,1,0,4,False
222,279,22,5,2,2,3,0,0,0,1,7,False
306,197,10,15,4,0,0,4,1,0,0,6,False
281,242,2,3,3,3,2,3,0,0,0,4,False
239,253,16,12,3,2,3,3,1,2,2,7,True
287,218,18,3,5,2,1,2,2,0,0,5,False
250,273,1,10,1,0,0,2,1,2,2,1,False
306,187,11,15,3,5,0,5,1,2,1,7,False
258,250,21,7,0,1,1,0,1,1,1,2,True
246,268,3,7,4,5,2,2,1,1,2,2,True
269,225,20,7,4,0,3,5,0,0,1,9,True
294,206,21,6,3,5,0,3,1,0,1,3,False
301,199,15,10,4,4,2,5,1,0,2,0,False
273,210,21,15,1,6,3,2,0,1,2,9,False
284,217,10,13,3,4,3,3,2,1,1,2,False
260,235,25,15,2,1,0,1,0,2,2,0,True
230,292,3,9,2,0,2,1,0,0,2,2,False
269,214,24,14,5,6,2,1,1,1,2,4,True
243,252,15,15,3,0,2,5,1,0,0,7,True
235,282,5,9,3,4,1,0,0,1,0,3,False
249,253,15,3,4,4,1,3,2,0,0,9,True
295,202,15,8,3,6,0,2,1,1,2,8,False
242,269,4,15,0,0,3,2,1,2,0,5,True
281,229,5,5,2,5,0,4,0,1,1,10,False
282,225,1,12,4,0,2,4,1,2,2,8,False
234,273,3,12,3,0,2,4,2,0,2,8,False
292,212,19,3,2,2,1,1,1,2,2,6,False
251,253,17,7,1,1,2,2,2,1,0,6,True
292,192,20,11,5,6,1,4,2,0,1,9,False
288,224,10,3,1,1,0,2,2,2,0,10,False
298,212,9,6,5,1,2,4,2,0,2,2,False
226,284,18,3,3,1,1,4,1,0,2,0,False
309,211,6,3,0,5,3,3,0,1,2,0,False
294,206,18,13,2,1,1,0,0,0,0,8,False
251,266,6,3,2,1,3,4,2,0,2,3,True
309,201,13,5,4,0,3,4,0,0,0,4,False
273,243,4,11,0,3,2,2,1,0,0,4,False
234,255,23,5,4,4,2,4,2,0,2,8,True
257,245,19,5,1,4,1,4,1,2,0,4,True
267,236,19,6,4,2,3,0,1,2,2,1,True
257,262,1,6,5,5,1,2,1,0,2,1,True
286,207,18,7,4,4,3,4,2,1,0,7,False
301,209,1,14,3,0,3,4,1,0,0,7,False
256,258,0,9,2,6,2,3,1,0,2,4,True
280,224,16,6,0,2,3,4,0,2,2,4,False
247,257,10,12,3,3,3,3,0,2,0,3,True
209,300,15,5,5,0,0,4,2,1,2,0,False
284,231,13,6,0,1,0,0,1,0,0,7,False
313,191,9,11,0,5,2,4,2,0,0,6,False
317,181,14,14,3,0,0,1,1,0,2,10,False
299,203,19,0,2,0,2,5,1,1,1,10,False
256,256,5,9,4,1,1,4,1,1,1,4,True
263,245,4,10,4,5,3,4,1,1,2,1,True
250,276,0,1,3,3,2,0,1,1,2,4,False
228,269,14,14,2,6,1,3,0,0,1,5,True
301,201,13,6,4,5,1,3,1,0,2,6,False
318,198,7,3,2,4,3,0,0,1,0,7,False
255,243,9,8,5,4,1,3,1,2,2,10,True
276,237,5,9,5,1,3,0,1,1,2,3,False
248,262,1,10,0,2,2,5,2,2,2,7,True
269,230,22,3,5,0,3,1,2,2,2,4,True
250,248,16,7,4,4,0,5,0,0,0,9,True
298,219,12,3,4,3,0,3,0,0,0,1,False
282,222,11,9,2,3,2,2,0,1,2,7,False
235,288,1,3,4,0,1,3,0,0,1,7,False
308,206,9,2,2,5,0,1,0,0,2,8,False
297,216,15,7,0,2,3,0,2,0,1,0,False
280,212,13,13,4,4,1,4,1,2,2,7,False
285,224,4,13,0,4,0,3,1,0,2,7,False
267,230,14,12,5,5,0,0,0,1,0,9,True
301,191,21,10,1,2,2,3,2,2,2,6,False
289,212,17,10,2,1,2,0,0,1,1,8,False
230,283,6,8,2,1,1,0,2,0,0,10,False
280,225,11,11,2,0,2,2,0,0,1,9,False
321,200,5,0,1,1,2,0,1,0,2,10,False
273,240,11,7,2,4,1,2,1,1,0,1,False
272,236,18,1,1,6,2,2,2,0,1,2,False
289,225,3,7,2,4,3,3,0,2,1,4,False
249,253,8,15,2,3,0,1,2,1,2,7,True
248,270,7,4,3,3,1,2,2,2,1,0,True
267,246,15,2,4,1,2,3,1,0,1,1,True
254,249,17,8,4,5,2,0,1,0,1,2,True
322,175,23,7,0,6,0,2,0,2,0,6,False
288,228,1,4,3,5,2,0,1,1,1,9,False
290,227,5,4,4,5,1,2,0,1,2,2,False
263,253,1,8,3,5,1,3,0,1,0,5,True
286,213,20,6,1,4,2,3,0,2,1,5,False
284,214,21,2,5,0,1,5,1,0,0,10,False
274,221,18,13,3,3,2,4,0,2,1,2,False
257,267,4,4,2,1,1,1,0,0,1,5,True
255,252,4,14,0,3,3,4,1,1,2,4,True
249,264,1,15,1,1,2,1,2,2,1,4,True
292,204,25,4,2,0,2,1,1,0,2,10,False
267,251,9,1,2,0,0,4,1,2,1,5,True
254,255,13,2,3,1,2,2,0,1,0,10,True
322,199,3,0,1,6,2,5,1,0,1,3,False
286,220,18,2,4,5,2,1,1,0,0,4,False
288,229,5,12,1,3,2,0,0,1,1,1,False
274,238,14,5,5,0,1,2,0,2,2,0,False
283,238,1,3,2,3,1,2,2,0,0,8,False
252,250,1,15,4,6,3,1,1,2,1,7,True
272,230,10,12,2,2,2,2,0,1,1,9,False
241,267,22,2,1,3,1,0,2,2,0,2,True
331,182,0,11,1,4,1,2,2,1,0,8,False
273,232,11,5,5,4,1,3,1,1,1,6,False
293,229,2,0,2,2,2,2,2,0,1,8,False
222,280,21,4,4,1,0,1,0,1,0,9,False
296,218,7,5,0,3,0,3,2,1,0,8,False
257,259,9,6,2,0,1,3,2,1,1,2,True
265,240,5,9,4,2,2,4,1,2,1,8,True
276,236,4,9,2,1,2,2,1,1,1,8,False
265,244,18,1,2,4,2,1,2,1,1,2,True
275,237,6,7,3,5,0,3,0,0,2,5,False
242,260,24,5,4,1,1,5,0,0,0,1,True
289,231,3,3,3,3,2,1,2,1,2,3,False
284,227,14,1,3,2,1,3,2,2,2,2,False
249,260,8,6,3,0,1,2,0,2,2,10,True
328,181,6,5,3,5,1,2,2,2,2,6,False
273,230,17,9,1,0,2,3,1,0,1,6,False
298,228,1,10,2,0,0,0,0,0,0,4,False
266,242,12,0,1,6,1,5,1,1,0,8,True
270,234,6,12,3,3,1,0,2,1,1,10,True
261,245,25,0,1,6,2,1,1,1,0,0,True
304,187,18,11,5,6,3,3,0,2,2,2,False
300,211,9,6,5,1,0,3,2,2,2,2,False
257,248,17,6,1,0,1,2,2,1,2,6,True
247,247,19,9,3,3,3,3,0,0,0,9,True
257,244,21,11,0,6,0,0,2,1,1,0,True
269,235,10,11,2,6,0,1,0,2,1,6,True
274,235,8,10,1,3,1,2,1,1,1,6,False
238,258,21,7,1,5,2,2,1,2,1,5,True
322,184,8,8,1,5,1,4,1,1,0,8,False
229,276,22,2,0,1,1,4,0,0,0,8,False
280,225,19,5,1,4,3,4,0,0,2,0,False
248,251,19,10,4,0,1,0,2,1,2,5,True
259,243,9,11,4,3,1,3,2,1,2,5,True
243,274,8,0,3,2,0,1,2,2,1,7,False
316,190,4,11,2,3,2,4,0,2,2,7,False
312,173,22,13,4,4,1,4,0,2,0,8,False
256,274,3,0,0,3,3,1,0,0,0,3,False
249,246,14,11,2,5,2,5,2,0,0,7,True
223,287,6,11,1,0,1,5,1,1,1,6,False
307,207,0,12,2,6,2,4,2,0,0,1,False
229,284,0,12,2,4,3,4,0,0,1,4,False
286,219,12,7,1,1,1,2,1,2,1,10,False
328,180,8,13,5,1,0,5,0,1,2,0,False
277,234,18,0,1,3,1,3,0,1,0,5,False
278,238,14,1,1,3,1,4,0,1,1,1,False
310,186,20,9,3,5,0,3,2,2,1,2,False
241,265,11,6,5,0,0,2,2,1,1,9,True
271,240,13,6,3,2,1,3,1,0,1,2,True
264,243,12,9,0,5,2,4,2,1,0,1,True
263,248,10,6,3,2,2,4,1,1,2,1,True
245,255,16,14,4,3,1,0,1,1,2,1,True
283,217,20,4,5,6,3,0,2,0,1,2,False
266,254,9,3,2,3,2,0,0,2,0,2,True
304,215,2,4,4,4,3,1,2,0,0,4,False
265,245,8,10,1,5,0,1,0,1,1,6,True
291,214,22,1,0,1,2,5,0,2,2,3,False
227,273,19,10,4,3,1,0,1,2,0,3,False
287,209,21,8,2,1,3,4,1,0,0,7,False
247,263,15,9,4,0,0,0,0,0,2,3,True
293,200,20,8,5,4,3,4,0,1,1,4,False
237,266,21,5,4,1,2,0,0,0,1,6,True
259,240,25,6,5,0,1,2,2,1,0,2,True
315,190,2,14,0,5,2,5,1,0,1,8,False
278,230,11,9,1,5,3,1,2,1,0,2,False
327,188,1,10,3,1,2,3,0,2,2,4,False
326,195,1,0,2,2,3,5,1,2,2,4,False
267,247,0,11,5,5,1,3,2,2,0,0,True
272,237,15,6,4,2,1,1,1,0,1,3,False
